word_1,word_2,n_o_occurences
cre,emerg,6
cre,employ,1
cre,encod,1
cre,end,23
cre,enh,5
cre,entir,1
cre,est,2
cre,every,2
cre,exact,2
cre,exchang,1
cre,excit,1
cre,expand,2
cre,expert,1
cre,expery,4
cre,facil,1
cre,fact,2
cre,fast,1
cre,fat,2
cre,fav,1
cre,fil,3
cre,fin,2
cre,fit,1
cre,focus,11
cre,follow,2
cre,form,4
cre,found,1
cre,fre,6
cre,fresh,1
cre,front,45
cre,ful,1
cre,fund,1
cre,fut,1
cre,gas,2
cre,gen,1
cre,get,1
cre,gift,1
cre,giv,5
cre,good,1
cre,graph,1
cre,gre,1
cre,group,1
cre,grow,1
cre,hand,24
cre,happy,1
cre,hard,7
cre,heal,1
cre,hello,1
cre,help,6
cre,high,8
cre,highest,1
cre,hous,2
cre,html,1
cre,http,1
cre,illust,5
cre,imagin,2
cre,immedy,1
cre,import,2
cre,improv,1
cre,incom,2
cre,industry,13
cre,inform,4
cre,innov,1
cre,inst,1
cre,instal,5
cre,int,3
cre,interact,1
cre,interest,1
cre,internet,2
cre,introduc,2
cre,invest,5
cre,item,7
cre,job,4
cre,keep,1
cre,key,1
cre,kind,1
cre,learn,1
cre,leg,1
cre,lend,1
cre,less,2
cre,licens,2
cre,lif,24
cre,light,1
cre,lik,5
cre,limit,1
cre,lin,1
cre,link,2
cre,list,24
cre,littl,3
cre,liv,2
cre,loc,2
cre,logo,69
cre,look,24
cre,los,1
cre,lot,1
cre,lov,1
cre,machin,1
cre,mad,25
cre,mail,17
cre,maj,1
cre,mak,7
cre,man,5
cre,manufact,2
cre,many,2
cre,mark,1
cre,market,9
cre,mass,2
cre,mast,1
cre,mat,1
cre,mean,2
cre,med,4
cre,ment,6
cre,mess,23
cre,method,1
cre,might,1
cre,mil,1
cre,min,4
cre,mod,4
cre,money,3
cre,mot,12
cre,movy,1
cre,multipl,1
cre,nat,2
cre,necess,1
cre,nee,7
cre,network,1
cre,nev,2
cre,new,17
cre,newslet,4
cre,next,1
cre,nic,1
cre,night,1
cre,non,4
cre,noth,1
cre,oil,3
cre,onlin,2
cre,opt,1
cre,ord,30
cre,org,2
cre,origin,25
cre,outstand,3
cre,pack,23
cre,pag,1
cre,part,6
cre,partn,2
cre,past,1
cre,pay,2
cre,pen,1
cre,pend,1
cre,peopl,4
cre,perc,1
cre,perfect,1
cre,perform,1
cre,perm,3
cre,person,5
cre,photo,3
cre,plan,1
cre,play,1
cre,pop,5
cre,posit,5
cre,poss,5
cre,pot,1
cre,pow,3
cre,prem,6
cre,premy,22
cre,pres,3
cre,pri,1
cre,pric,26
cre,print,6
cre,pro,9
cre,process,1
cre,produc,36
cre,profess,6
cre,profit,5
cre,program,1
cre,protect,1
cre,prov,1
cre,provid,2
cre,publ,2
cre,purchas,1
cre,purpos,1
cre,qual,5
cre,quest,2
cre,rais,1
cre,rat,1
cre,raw,4
cre,read,2
cre,real,8
cre,reason,2
cre,receiv,1
cre,reflect,1
cre,reg,1
cre,rel,2
cre,releas,1
cre,report,1
cre,request,1
cre,requir,2
cre,resourc,1
cre,respons,1
cre,result,2
cre,return,12
cre,rev,1
cre,review,4
cre,reward,1
cre,right,1
cre,rom,3
cre,room,1
cre,rul,4
cre,run,1
cre,saf,2
cre,sal,4
cre,sav,6
cre,say,4
cre,search,2
cre,sec,7
cre,sect,1
cre,see,1
cre,seem,1
cre,sel,2
cre,select,1
cre,send,11
cre,sens,1
cre,septemb,1
cre,serv,5
cre,sess,2
cre,set,3
cre,sev,1
cre,sharehold,2
cre,ship,1
cre,show,2
cre,simpl,1
cre,sit,40
cre,six,1
cre,siz,1
cre,smal,4
cre,soft,1
cre,softw,15
cre,sold,1
cre,solv,1
cre,sound,1
cre,spac,6
cre,spec,27
cre,stand,1
cre,start,46
cre,stat,2
cre,strategic,6
cre,strong,1
cre,stud,1
cre,success,2
cre,suit,36
cre,supery,1
cre,support,14
cre,system,8
cre,tak,6
cre,talk,1
cre,team,3
cre,technolog,11
cre,tel,1
cre,ten,1
cre,test,1
cre,thank,1
cre,think,1
cre,thought,2
cre,thousand,1
cre,three,1
cre,tim,2
cre,today,2
cre,tool,8
cre,top,3
cre,tot,2
cre,track,2
cre,trad,1
cre,transcrib,2
cre,tre,5
cre,trend,1
cre,trust,1
cre,tue,1
cre,two,6
cre,vac,1
cre,valid,1
cre,valu,2
cre,vary,1
cre,video,1
cre,virt,1
cre,vis,6
cre,want,1
cre,watch,1
cre,way,7
cre,web,52
cre,websit,8
cre,wel,1
cre,win,1
cre,window,4
cre,without,1
cre,work,3
cre,world,1
cre,worldwid,3
cre,worry,1
cre,writ,2
cre,www,2
cre,yahoo,1
cre,year,4
credit,absolv,1
credit,acceiv,9
credit,access,6
credit,account,8
credit,across,1
credit,addit,2
credit,address,5
credit,adob,1
credit,adv,8
credit,advert,1
credit,already,2
credit,altern,1
credit,amount,2
credit,anyon,4
credit,anywh,4
credit,aol,1
credit,apply,4
credit,approv,14
credit,assist,1
credit,assocy,2
credit,assum,1
credit,attorney,1
credit,auth,1
credit,autom,1
credit,avail,9
credit,avoid,1
credit,back,4
credit,bad,7
credit,bank,6
credit,bankruptcy,3
credit,bar,2
credit,bas,3
credit,becom,1
credit,begin,1
credit,behind,1
credit,best,2
credit,bil,6
credit,body,1
credit,bon,2
credit,busy,5
credit,buy,3
credit,cal,5
credit,calc,1
credit,campaign,1
credit,cap,1
credit,card,54
credit,cas,1
credit,cash,3
credit,challeng,4
credit,chang,1
credit,chant,1
credit,charg,6
credit,check,9
credit,choos,1
credit,claim,1
credit,clear,3
credit,cli,1
credit,click,9
credit,col,2
credit,collect,4
credit,colleg,1
credit,comfort,3
credit,commerc,1
credit,company,3
credit,compet,2
credit,competit,2
credit,complet,3
credit,comput,3
credit,confirm,1
credit,consolid,3
credit,consult,3
credit,contract,5
credit,cor,1
credit,correct,1
credit,cost,3
credit,country,3
credit,cours,2
credit,cov,1
credit,credit,58
credit,cur,3
credit,custom,2
credit,dai,4
credit,dat,2
credit,databas,1
credit,day,3
credit,deal,1
credit,debt,9
credit,delivery,2
credit,depart,1
credit,deposit,3
credit,design,1
credit,detail,3
credit,detect,1
credit,diff,1
credit,direct,7
credit,disclos,1
credit,discount,1
credit,discov,1
credit,discuss,1
credit,doesn,4
credit,doll,1
credit,don,7
credit,easy,6
credit,econom,1
credit,educ,1
credit,effort,1
credit,elig,5
credit,email,9
credit,employ,2
credit,ent,3
credit,entir,1
credit,equ,5
credit,est,1
credit,etc,2
credit,europ,1
credit,every,3
credit,everyon,4
credit,exampl,1
credit,excel,2
credit,exclud,1
credit,expect,2
credit,expir,1
credit,express,2
credit,extend,9
credit,extr,1
credit,facil,2
credit,fact,9
credit,fair,1
credit,famy,1
credit,fast,2
credit,fav,1
credit,fax,5
credit,fee,7
credit,fil,3
credit,fin,4
credit,find,2
credit,firm,2
credit,first,3
credit,fiv,1
credit,fix,11
credit,follow,3
credit,foot,1
credit,form,3
credit,four,1
credit,fre,12
credit,friend,1
credit,ful,1
credit,fund,3
credit,get,12
credit,giv,7
credit,going,3
credit,good,7
credit,govern,4
credit,grant,1
credit,gre,2
credit,handl,1
credit,hello,1
credit,help,3
credit,high,3
credit,hist,1
credit,hold,1
credit,hom,8
credit,hour,3
credit,hous,2
credit,howev,1
credit,http,1
credit,immedy,1
credit,improv,3
credit,includ,1
credit,incom,1
credit,increas,3
credit,ind,1
credit,index,1
credit,individ,1
credit,industry,1
credit,inform,7
credit,ins,3
credit,instead,1
credit,institut,1
credit,instruct,1
credit,int,1
credit,interest,4
credit,internet,5
credit,introduc,1
credit,invest,2
credit,investig,2
credit,involv,3
credit,issu,1
credit,item,4
credit,judg,1
credit,keep,2
credit,kept,1
credit,kind,1
credit,know,1
credit,larg,2
credit,latest,1
credit,law,2
credit,left,1
credit,leg,1
credit,lend,2
credit,less,11
credit,lif,2
credit,lik,2
credit,lin,4
credit,link,1
credit,list,2
credit,loan,26
credit,loc,2
credit,look,1
credit,los,1
credit,lot,1
credit,low,13
credit,mail,6
credit,maj,1
credit,mak,4
credit,man,3
credit,manufact,1
credit,many,6
credit,market,2
credit,mat,9
credit,match,1
credit,mayb,1
credit,meas,1
credit,method,2
credit,mil,1
credit,minut,2
credit,mon,4
credit,money,8
credit,monit,1
credit,month,2
credit,mortg,6
credit,much,3
credit,must,2
credit,nam,1
credit,nat,1
credit,nee,8
credit,neg,2
credit,net,3
credit,nev,4
credit,new,8
credit,next,1
credit,non,3
credit,norm,1
credit,numb,10
credit,oblig,3
credit,old,1
credit,onlin,13
credit,opportun,1
credit,opt,2
credit,ord,26
credit,org,1
credit,pack,4
credit,paid,1
credit,particip,1
credit,partn,1
credit,password,1
credit,past,2
credit,pay,8
credit,peopl,3
credit,per,1
credit,perfect,11
credit,person,2
credit,phon,6
credit,plac,3
credit,plan,1
credit,pleas,9
credit,plu,2
credit,point,4
credit,polit,1
credit,poor,2
credit,popul,1
credit,poss,1
credit,pow,2
credit,prem,2
credit,pric,1
credit,print,1
credit,prob,2
credit,problem,8
credit,process,2
credit,produc,4
credit,profit,1
credit,program,10
credit,promot,1
credit,property,4
credit,protect,3
credit,prov,2
credit,provid,2
credit,purchas,4
credit,put,2
credit,qual,2
credit,quest,1
credit,quick,5
credit,quot,2
credit,rang,2
credit,rat,28
credit,read,2
credit,ready,1
credit,real,2
credit,rec,1
credit,receiv,3
credit,record,1
credit,reduc,1
credit,ref,1
credit,refin,12
credit,regardless,1
credit,regul,1
credit,rel,1
credit,remain,1
credit,remov,4
credit,repair,4
credit,reply,1
credit,report,10
credit,repres,1
credit,request,1
credit,requir,2
credit,reserv,1
credit,resourc,1
credit,review,2
credit,revolv,1
credit,right,5
credit,risk,3
credit,room,1
credit,saf,1
credit,sal,4
credit,sav,6
credit,sec,9
credit,second,3
credit,see,1
credit,sel,1
credit,self,1
credit,send,1
credit,sent,2
credit,seny,1
credit,serv,6
credit,set,1
credit,shar,1
credit,ship,3
credit,show,3
credit,sid,3
credit,sign,2
credit,simply,3
credit,sint,1
credit,sit,1
credit,situ,6
credit,soc,1
credit,softw,4
credit,sold,1
credit,solicit,1
credit,someon,1
credit,soon,2
credit,spec,4
credit,stand,1
credit,start,4
credit,stat,2
credit,stay,1
credit,ste,1
credit,step,2
credit,stil,4
credit,stop,2
credit,strategies,2
credit,stud,1
credit,supply,1
credit,system,3
credit,tak,10
credit,tax,4
credit,temp,1
credit,thank,1
credit,thousand,1
credit,three,2
credit,tim,14
credit,today,3
credit,tol,1
credit,tomorrow,1
credit,tot,3
credit,trad,3
credit,train,1
credit,travel,1
credit,tri,1
credit,two,1
credit,typ,4
credit,upd,2
credit,urg,1
credit,url,1
credit,valu,1
credit,ver,4
credit,vis,4
credit,visit,1
credit,wait,2
credit,want,2
credit,watch,2
credit,way,9
credit,web,3
credit,websit,3
credit,week,3
credit,wel,1
credit,wheth,4
credit,wid,1
credit,wif,1
credit,within,3
credit,won,2
credit,word,1
credit,work,1
credit,worldwid,1
credit,worry,7
credit,writ,3
credit,www,1
credit,yahoo,2
credit,year,7
credit,zip,1
crit,acc,1
crit,access,1
crit,address,1
crit,apply,1
crit,busy,2
crit,chin,2
crit,company,3
crit,conf,1
crit,consult,2
crit,country,1
crit,cre,1
crit,crit,10
crit,entir,1
crit,est,1
crit,every,1
crit,extract,1
crit,form,2
crit,fut,1
crit,gas,1
crit,gen,2
crit,get,1
crit,got,1
crit,happy,1
crit,high,3
crit,import,1
crit,inform,1
crit,know,2
crit,known,1
crit,last,1
crit,lat,1
crit,left,1
crit,less,1
crit,lif,1
crit,lin,1
crit,man,1
crit,med,1
crit,miss,1
crit,mod,1
crit,monit,1
crit,moth,1
crit,much,1
crit,nam,1
crit,new,1
crit,nic,2
crit,oil,2
crit,onlin,1
crit,produc,1
crit,prospect,1
crit,quest,1
crit,rac,1
crit,reach,1
crit,real,1
crit,reg,1
crit,regard,1
crit,request,1
crit,satisfy,1
crit,sav,1
crit,sect,1
crit,sharehold,1
crit,shop,1
crit,sint,1
crit,siz,1
crit,strong,1
crit,success,1
crit,support,3
crit,tag,1
crit,tak,1
crit,team,1
crit,technolog,1
crit,thing,1
crit,thousand,1
crit,tot,2
crit,tru,1
crit,valu,1
crit,wif,1
crit,worldwid,1
crit,year,2
cum,achiev,2
cum,anywh,1
cum,avail,1
cum,back,4
cum,bad,1
cum,click,2
cum,collect,2
cum,comp,3
cum,consult,1
cum,cum,6
cum,cut,1
cum,describ,3
cum,design,1
cum,diff,3
cum,drop,1
cum,earn,2
cum,effect,1
cum,end,2
cum,enjoy,1
cum,entry,2
cum,excess,1
cum,expery,1
cum,extrem,2
cum,fac,3
cum,feel,3
cum,fil,2
cum,found,2
cum,fre,1
cum,fresh,1
cum,ful,2
cum,get,1
cum,gre,2
cum,help,2
cum,hey,3
cum,high,1
cum,hom,2
cum,hot,2
cum,hour,1
cum,http,2
cum,hug,6
cum,imagin,3
cum,impress,5
cum,increas,1
cum,know,1
cum,largest,1
cum,liv,1
cum,look,5
cum,los,3
cum,lov,2
cum,mak,3
cum,market,1
cum,memb,3
cum,money,3
cum,month,1
cum,movy,3
cum,much,1
cum,must,1
cum,nee,3
cum,net,2
cum,new,1
cum,noth,1
cum,old,1
cum,ord,2
cum,part,1
cum,pic,2
cum,policy,1
cum,prem,1
cum,qual,1
cum,real,1
cum,record,4
cum,research,1
cum,rol,1
cum,see,2
cum,serv,2
cum,show,1
cum,star,2
cum,stock,1
cum,success,1
cum,suff,1
cum,tak,4
cum,thank,3
cum,thousand,2
cum,three,1
cum,titl,3
cum,today,1
cum,tot,1
cum,try,3
cum,valu,1
cum,video,1
cum,volum,1
cum,wait,1
cum,want,4
cum,welcom,2
cum,wish,3
cum,writ,1
cum,year,2
cum,young,1
cur,acc,1
cur,acceiv,4
cur,access,1
cur,accord,1
cur,account,7
cur,acquir,2
cur,acquisit,2
cur,act,7
cur,addit,5
cur,address,1
cur,adv,9
cur,advert,8
cur,afford,3
cur,air,1
cur,allow,3
cur,almost,1
cur,already,4
cur,altern,2
cur,alway,5
cur,amount,1
cur,analys,1
cur,answ,2
cur,anywh,1
cur,apply,8
cur,ask,1
cur,asset,7
cur,assist,1
cur,assocy,2
cur,assum,3
cur,avail,15
cur,back,1
cur,bank,1
cur,bas,5
cur,begin,1
cur,believ,1
cur,best,2
cur,bet,5
cur,big,1
cur,bil,6
cur,book,3
cur,bring,1
cur,brok,3
cur,budget,1
cur,build,1
cur,busy,4
cur,buy,3
cur,cal,3
cur,calc,17
cur,californ,1
cur,canad,1
cur,capit,4
cur,car,2
cur,card,3
cur,carry,1
cur,cash,7
cur,categ,1
cur,caus,1
cur,cel,1
cur,certain,1
cur,chang,6
cur,charg,1
cur,chat,1
cur,check,6
cur,chem,2
cur,chin,1
cur,cho,1
cur,city,1
cur,claim,2
cur,class,1
cur,cli,2
cur,click,3
cur,collab,1
cur,commerc,1
cur,commit,2
cur,company,26
cur,competit,2
cur,complet,1
cur,comprehend,3
cur,comput,1
cur,conceiv,1
cur,concern,2
cur,connect,3
cur,consid,1
cur,const,6
cur,construct,1
cur,cont,1
cur,contact,1
cur,contain,7
cur,continu,5
cur,contract,1
cur,control,1
cur,convert,1
cur,cor,1
cur,corp,5
cur,correct,4
cur,cost,1
cur,country,6
cur,cours,7
cur,cov,1
cur,cre,2
cur,credit,3
cur,cur,92
cur,custom,4
cur,cut,3
cur,dat,7
cur,databas,4
cur,day,6
cur,deal,2
cur,dear,1
cur,decid,2
cur,del,1
cur,demand,1
cur,depart,2
cur,describ,1
cur,desir,1
cur,detect,3
cur,determin,2
cur,develop,8
cur,direct,3
cur,discov,1
cur,discuss,3
cur,distribut,6
cur,docu,1
cur,doll,10
cur,domain,5
cur,don,4
cur,due,3
cur,earn,8
cur,easy,6
cur,econom,3
cur,edg,2
cur,educ,1
cur,effect,2
cur,elect,1
cur,elig,1
cur,email,1
cur,employ,2
cur,end,2
cur,ens,1
cur,entir,1
cur,entry,1
cur,environ,1
cur,equ,3
cur,est,5
cur,estim,1
cur,europ,1
cur,every,4
cur,exampl,1
cur,excess,2
cur,exchang,1
cur,execut,1
cur,expect,3
cur,expert,1
cur,expery,1
cur,expl,1
cur,extend,1
cur,extr,4
cur,extract,1
cur,fact,5
cur,famy,3
cur,fax,1
cur,fed,2
cur,fee,1
cur,fig,1
cur,fil,3
cur,fin,5
cur,find,1
cur,first,5
cur,fit,1
cur,fiv,2
cur,flo,1
cur,foc,4
cur,focus,2
cur,follow,3
cur,foreign,8
cur,form,2
cur,formul,3
cur,found,2
cur,four,1
cur,fre,11
cur,fund,4
cur,fut,1
cur,gain,2
cur,gas,5
cur,gem,2
cur,gen,8
cur,get,14
cur,giv,4
cur,going,2
cur,gon,1
cur,good,1
cur,govern,3
cur,grant,9
cur,gre,7
cur,group,3
cur,grow,2
cur,guar,2
cur,handl,2
cur,hap,2
cur,happy,1
cur,hard,1
cur,heal,1
cur,hello,1
cur,help,7
cur,high,17
cur,hist,2
cur,hold,1
cur,hom,6
cur,hop,1
cur,hot,1
cur,howev,1
cur,http,1
cur,hug,1
cur,ide,2
cur,immedy,1
cur,import,2
cur,impress,1
cur,improv,1
cur,includ,5
cur,increas,4
cur,ind,3
cur,independ,5
cur,individ,1
cur,industry,3
cur,info,5
cur,inform,21
cur,ins,2
cur,inst,1
cur,instal,1
cur,institut,4
cur,instruct,1
cur,int,3
cur,interact,1
cur,interest,19
cur,internet,1
cur,introduc,1
cur,invest,16
cur,invit,1
cur,involv,1
cur,item,2
cur,job,3
cur,join,1
cur,judg,5
cur,july,2
cur,known,1
cur,lab,2
cur,lak,1
cur,land,1
cur,langu,2
cur,larg,1
cur,largest,1
cur,last,2
cur,latest,4
cur,launch,1
cur,lead,2
cur,learn,2
cur,least,1
cur,level,4
cur,licens,2
cur,lif,9
cur,lik,8
cur,link,1
cur,list,4
cur,littl,2
cur,liv,3
cur,loan,4
cur,loc,1
cur,long,5
cur,look,7
cur,los,1
cur,lost,1
cur,lot,2
cur,low,4
cur,lst,1
cur,mad,6
cur,maintain,2
cur,maj,2
cur,mak,13
cur,man,6
cur,manufact,1
cur,many,2
cur,market,12
cur,mass,1
cur,mast,1
cur,mat,8
cur,mayb,2
cur,mean,2
cur,meas,1
cur,med,5
cur,meet,1
cur,memb,2
cur,ment,2
cur,microsoft,1
cur,might,1
cur,mil,11
cur,min,2
cur,minut,1
cur,mix,1
cur,mod,1
cur,mon,4
cur,money,10
cur,monit,1
cur,month,5
cur,mortg,10
cur,mov,7
cur,much,6
cur,nam,9
cur,nat,4
cur,near,6
cur,nee,6
cur,negoty,4
cur,neith,1
cur,net,3
cur,new,19
cur,newslet,2
cur,next,4
cur,non,1
cur,numb,6
cur,oft,1
cur,oil,3
cur,onlin,1
cur,opin,4
cur,opportun,1
cur,opt,3
cur,org,1
cur,origin,3
cur,outstand,7
cur,pack,2
cur,paid,1
cur,particip,1
cur,partn,4
cur,past,1
cur,pay,6
cur,peopl,4
cur,per,6
cur,period,1
cur,person,4
cur,phon,1
cur,pick,4
cur,pict,1
cur,plac,2
cur,plan,5
cur,platform,1
cur,play,2
cur,pleas,3
cur,plu,2
cur,point,1
cur,policy,2
cur,polit,2
cur,popul,4
cur,port,1
cur,portfolio,1
cur,posit,13
cur,poss,2
cur,post,1
cur,pow,5
cur,prem,8
cur,pres,3
cur,presid,2
cur,press,3
cur,pric,39
cur,print,2
cur,priv,2
cur,problem,1
cur,process,1
cur,produc,8
cur,profil,2
cur,program,6
cur,project,9
cur,prop,1
cur,property,3
cur,protect,1
cur,provid,4
cur,publ,5
cur,pur,1
cur,purchas,1
cur,purpos,1
cur,qual,13
cur,quest,4
cur,quick,1
cur,rais,1
cur,rang,3
cur,rat,27
cur,rath,1
cur,reach,1
cur,read,1
cur,ready,6
cur,real,7
cur,reason,3
cur,rec,2
cur,receiv,10
cur,recommend,3
cur,reflect,4
cur,reg,6
cur,rel,5
cur,releas,3
cur,relev,1
cur,replac,1
cur,reply,1
cur,report,17
cur,repres,1
cur,request,3
cur,requir,4
cur,research,1
cur,resid,4
cur,resourc,2
cur,respect,2
cur,respond,1
cur,result,4
cur,return,1
cur,rev,2
cur,revenu,1
cur,review,9
cur,right,2
cur,risk,1
cur,road,2
cur,room,1
cur,run,1
cur,saf,8
cur,sal,9
cur,sampl,1
cur,say,2
cur,sec,4
cur,second,1
cur,see,2
cur,seek,1
cur,seem,1
cur,sel,3
cur,select,1
cur,self,2
cur,send,7
cur,sent,1
cur,serv,4
cur,sev,1
cur,shar,2
cur,sharehold,1
cur,ship,1
cur,shop,1
cur,short,16
cur,show,2
cur,sid,1
cur,sign,2
cur,simpl,1
cur,singl,2
cur,sint,1
cur,sit,10
cur,situ,1
cur,six,1
cur,siz,1
cur,smal,2
cur,softw,4
cur,sol,2
cur,sold,1
cur,sou,1
cur,sound,2
cur,spec,4
cur,spee,1
cur,stag,3
cur,start,1
cur,stat,14
cur,stil,1
cur,stock,5
cur,stop,4
cur,stor,1
cur,story,2
cur,strategic,4
cur,strong,3
cur,stud,2
cur,study,1
cur,styl,1
cur,subscrib,1
cur,subsidy,2
cur,success,2
cur,sum,2
cur,supply,2
cur,support,1
cur,sur,1
cur,survey,1
cur,symbol,17
cur,system,2
cur,tak,10
cur,target,14
cur,tax,2
cur,teach,1
cur,team,1
cur,technolog,9
cur,tel,1
cur,telephon,1
cur,ten,1
cur,term,23
cur,test,3
cur,thank,1
cur,thing,4
cur,thousand,1
cur,three,2
cur,ticket,1
cur,tim,11
cur,top,3
cur,tot,1
cur,track,1
cur,trad,8
cur,train,2
cur,transact,1
cur,transf,2
cur,trend,6
cur,tuesday,1
cur,turn,1
cur,two,1
cur,typ,5
cur,unit,3
cur,univers,5
cur,upd,3
cur,upon,6
cur,valu,2
cur,vary,4
cur,vent,3
cur,ver,5
cur,virt,2
cur,visit,4
cur,volum,1
cur,want,4
cur,war,1
cur,wat,1
cur,watch,5
cur,way,9
cur,web,1
cur,week,6
cur,whit,1
cur,whol,1
cur,whos,2
cur,wif,1
cur,win,1
cur,wish,2
cur,within,5
cur,without,15
cur,word,3
cur,work,8
cur,world,5
cur,worldwid,2
cur,worry,1
cur,writ,2
cur,www,3
cur,year,11
cur,yet,6
custom,absolv,1
custom,access,5
custom,account,11
custom,act,1
custom,addit,2
custom,address,6
custom,admin,1
custom,adob,5
custom,adv,7
custom,advert,4
custom,afford,2
custom,airport,1
custom,allow,4
custom,already,4
custom,altern,1
custom,although,2
custom,alway,2
custom,analys,1
custom,annount,2
custom,answ,3
custom,anyon,1
custom,anyth,1
custom,appl,4
custom,apply,7
custom,approxim,1
custom,are,1
custom,area,1
custom,around,1
custom,art,17
custom,asset,12
custom,assist,16
custom,attempt,1
custom,attract,6
custom,autom,7
custom,avail,3
custom,away,1
custom,back,1
custom,bank,9
custom,bar,1
custom,bas,42
custom,beauty,4
custom,becom,1
custom,behind,1
custom,benefit,2
custom,best,15
custom,bet,3
custom,block,1
custom,board,1
custom,bought,9
custom,brand,3
custom,broth,1
custom,build,3
custom,built,4
custom,busy,47
custom,buy,1
custom,cal,2
custom,californ,1
custom,campaign,3
custom,canad,1
custom,cap,1
custom,car,19
custom,card,3
custom,cash,1
custom,cds,2
custom,cent,3
custom,chain,12
custom,chang,1
custom,charg,1
custom,cheap,1
custom,check,1
custom,chem,1
custom,choos,2
custom,claim,2
custom,class,2
custom,clear,1
custom,cli,11
custom,click,3
custom,clos,2
custom,cod,3
custom,combin,1
custom,commerc,1
custom,commit,6
custom,common,2
custom,commun,1
custom,comp,1
custom,company,10
custom,complet,5
custom,concern,1
custom,conclud,1
custom,conf,2
custom,confid,6
custom,confirm,2
custom,construct,2
custom,consult,1
custom,cont,3
custom,contact,4
custom,contract,1
custom,control,1
custom,conv,1
custom,conveny,1
custom,coop,1
custom,corp,9
custom,correct,1
custom,cost,4
custom,country,4
custom,cours,4
custom,cre,57
custom,credit,2
custom,cur,4
custom,custom,122
custom,dai,1
custom,dat,32
custom,databas,2
custom,day,2
custom,deal,1
custom,dear,7
custom,debt,1
custom,dec,1
custom,ded,5
custom,del,1
custom,delivery,2
custom,demand,1
custom,describ,1
custom,design,45
custom,detail,2
custom,develop,3
custom,diff,2
custom,digit,1
custom,distribut,5
custom,doct,1
custom,doesn,1
custom,doll,1
custom,don,10
custom,download,14
custom,draw,1
custom,due,1
custom,easy,11
custom,educ,2
custom,effect,1
custom,efficy,5
custom,email,30
custom,emerg,7
custom,employ,7
custom,end,23
custom,enh,3
custom,enjoy,5
custom,ent,1
custom,enterpr,1
custom,environ,1
custom,equ,2
custom,equip,1
custom,ess,6
custom,est,6
custom,europ,2
custom,evalu,3
custom,exampl,2
custom,exclud,2
custom,expand,2
custom,expery,6
custom,expir,28
custom,extend,1
custom,extr,1
custom,facil,4
custom,fact,3
custom,fail,1
custom,famy,1
custom,fast,9
custom,fed,1
custom,fee,1
custom,feel,2
custom,fil,2
custom,fin,5
custom,find,4
custom,first,4
custom,fiv,1
custom,follow,1
custom,food,1
custom,foreign,6
custom,form,8
custom,forward,1
custom,found,3
custom,fre,6
custom,friend,5
custom,front,44
custom,ful,2
custom,fut,2
custom,gain,2
custom,gas,5
custom,gen,8
custom,get,8
custom,giv,8
custom,glob,1
custom,goal,2
custom,going,1
custom,gold,1
custom,good,2
custom,got,2
custom,grand,2
custom,grant,2
custom,graph,1
custom,gre,2
custom,group,1
custom,grow,7
custom,guar,1
custom,guarantee,1
custom,guy,1
custom,hand,30
custom,handl,1
custom,happy,2
custom,head,2
custom,hear,1
custom,heavy,1
custom,help,6
custom,high,6
custom,hop,1
custom,host,4
custom,hour,1
custom,hous,6
custom,html,1
custom,http,4
custom,ide,2
custom,idea,8
custom,ident,1
custom,immedy,1
custom,import,1
custom,impress,1
custom,improv,4
custom,includ,6
custom,increas,1
custom,ind,3
custom,individ,1
custom,industry,1
custom,inform,8
custom,ins,1
custom,inst,6
custom,instal,1
custom,instruct,1
custom,intern,1
custom,introduc,6
custom,invest,1
custom,involv,2
custom,item,8
custom,john,2
custom,judg,1
custom,jun,6
custom,keep,4
custom,know,7
custom,knowledg,1
custom,lab,3
custom,lack,3
custom,land,1
custom,larg,2
custom,lat,2
custom,law,1
custom,lead,4
custom,least,1
custom,lend,2
custom,less,2
custom,licens,1
custom,lif,4
custom,light,1
custom,lik,7
custom,limit,2
custom,lin,4
custom,link,5
custom,list,17
custom,littl,1
custom,liv,2
custom,loan,1
custom,loc,1
custom,log,3
custom,logo,44
custom,long,5
custom,los,3
custom,lost,1
custom,lot,2
custom,lov,1
custom,low,1
custom,mad,1
custom,magazin,1
custom,mail,4
custom,maj,5
custom,mak,4
custom,man,10
custom,manufact,10
custom,many,2
custom,mark,1
custom,market,7
custom,mass,1
custom,mast,1
custom,mat,4
custom,mayb,1
custom,med,12
custom,meet,2
custom,memb,1
custom,mer,1
custom,mess,7
custom,microsoft,16
custom,mil,10
custom,miss,1
custom,mobl,1
custom,mod,1
custom,money,2
custom,month,1
custom,mortg,3
custom,mov,1
custom,mult,2
custom,multipl,1
custom,must,1
custom,necess,2
custom,nee,11
custom,network,1
custom,nev,4
custom,new,14
custom,next,3
custom,nic,2
custom,norm,1
custom,num,10
custom,numb,4
custom,oblig,3
custom,oil,4
custom,onlin,3
custom,opportun,2
custom,oppos,1
custom,opt,1
custom,ord,18
custom,org,2
custom,outsid,2
custom,outstand,1
custom,partn,2
custom,party,4
custom,pass,1
custom,password,2
custom,pay,2
custom,peopl,3
custom,per,4
custom,perc,12
custom,perfect,3
custom,perm,1
custom,person,7
custom,photo,1
custom,plac,1
custom,plan,2
custom,platform,3
custom,pleas,6
custom,policy,1
custom,pop,5
custom,possess,5
custom,post,1
custom,pot,7
